,instance,rule,preprocessed rules,lang
1437,apobangpo.space,"18 Years and Over Only!           

You must be 18 years or older to join the Apobangpo.space server. Minors are not allowed.",18 years and over only you must be 18 years or older to join the apobangpospace server minors are not allowed,English
1438,apobangpo.space,"Community Charter:                          

Read the community charter, which you can find at: https://apobangpo.website/server-rules/",community charter read the community charter which you can find at httpsapobangpowebsiteserverrules,English
1439,apobangpo.space,"No Hate:                                          

Racism, sexism, misogyny, homophobia, transphobia, ageism, ableism, religious intolerance and other forms of disrespect or aggression are unacceptable.",no hate racism sexism misogyny homophobia transphobia ageism ableism religious intolerance and other forms of disrespect or aggression are unacceptable,English
1440,apobangpo.space,"No Impersonations:      

Please do not create usernames that are direct impersonations of BTS Members or any other individual. eg. Exact celebrity names or the username of well-known bird app accounts that don't belong to you.",no impersonations please do not create usernames that are direct impersonations of bts members or any other individual eg exact celebrity names or the username of wellknown bird app accounts that dont belong to you,English
1441,apobangpo.space,"Keep Safe:                  

Do practice online safety strategies when using Apobangpo.Space. Do not share personal or private information in public messages or DMs.",keep safe do practice online safety strategies when using apobangpospace do not share personal or private information in public messages or dms,English
1442,apobangpo.space,"No Large Files:                                  
You are welcome upload images, gifs and videos up to 20MB. Please avoid uploading larger files in your Toots. Instead, save them to free storage tool (Google Drive, DropBox, Youtube, Vimeo for example) and link to them.",no large files you are welcome upload images gifs and videos up to 20mb please avoid uploading larger files in your toots instead save them to free storage tool google drive dropbox youtube vimeo for example and link to them,English
1453,pxl.roflcopter.fr,L’utilisation des services se fait à vos propres risques. Ils sont fournis tel quel.,lutilisation des services se fait à vos propres risques ils sont fournis tel quel,non-Englsih
1454,pxl.roflcopter.fr,Vous êtes responsable de la sécurité de votre compte et de votre mot de passe.,vous êtes responsable de la sécurité de votre compte et de votre mot de passe,non-Englsih
1455,pxl.roflcopter.fr,Vous êtes responsable de tout contenu affiché et de l’activité qui se produit sous votre compte.,vous êtes responsable de tout contenu affiché et de lactivité qui se produit sous votre compte,non-Englsih
1456,pxl.roflcopter.fr,Vous ne pouvez pas utiliser le service à des fins illégales ou non autorisées.,vous ne pouvez pas utiliser le service à des fins illégales ou non autorisées,non-Englsih
1457,pxl.roflcopter.fr,Vous ne devez pas transgresser les lois de votre pays,vous ne devez pas transgresser les lois de votre pays,non-Englsih
1458,pxl.roflcopter.fr,"Vous ne pouvez pas envoyer, télécharger, publier sur un site ou blog, distribuer, diffuser tout contenu illégal, diffamatoire, harcelant, abusif, frauduleux, contrefait, obscène ou autrement répréhensible.",vous ne pouvez pas envoyer télécharger publier sur un site ou blog distribuer diffuser tout contenu illégal diffamatoire harcelant abusif frauduleux contrefait obscène ou autrement répréhensible,non-Englsih
1459,pxl.roflcopter.fr,"Vous ne pouvez pas vendre, échanger, revendre, ou exploiter dans un but commercial non autorisé un compte du service utilisé.",vous ne pouvez pas vendre échanger revendre ou exploiter dans un but commercial non autorisé un compte du service utilisé,non-Englsih
1460,pxl.roflcopter.fr,"roflcopter.fr se réserve le droit, à tout moment de modifier ou d’interrompre, temporairement ou définitivement, le service avec ou sans préavis.",roflcopterfr se réserve le droit à tout moment de modifier ou dinterrompre temporairement ou définitivement le service avec ou sans préavis,non-Englsih
1461,pxl.roflcopter.fr,"roflcopter.fr ne sera pas responsable envers vous ou tout tiers pour toute modification, suspension ou interruption du service.",roflcopterfr ne sera pas responsable envers vous ou tout tiers pour toute modification suspension ou interruption du service,non-Englsih
1462,sukebe.hostdon.ne.jp,他の方の迷惑にならないようsukebeを楽しんでください❤,他の方の迷惑にならないようsukebeを楽しんでください,non-Englsih
1463,sukebe.hostdon.ne.jp,2次でも3次でもリビドーに従ってください❤,2次でも3次でもリビドーに従ってください,non-Englsih
1464,forum-lucifer.com,禁止恋童,禁止恋童,non-Englsih
1465,forum-lucifer.com,禁止官能纯肉,禁止官能纯肉,non-Englsih
1466,forum-lucifer.com,禁止侵犯版权、抄袭,禁止侵犯版权抄袭,non-Englsih
1467,forum-lucifer.com,禁止粗俗用语、人身攻击,禁止粗俗用语人身攻击,non-Englsih
1468,forum-lucifer.com,禁止政治言论、敏感话题,禁止政治言论敏感话题,non-Englsih
1469,livester.net,"Be nice and respectful to other users

- ",be nice and respectful to other users,English
1470,livester.net,"We do NOT tolerate hate speech, racism, bullying, etc.
",we do not tolerate hate speech racism bullying etc,English
1471,livester.net,Sharing / uploading illegal content means instant suspension of the account,sharing uploading illegal content means instant suspension of the account,English
1472,livester.net,"Do NOT spam the community with advertisements. If you have a product or service to promote, contact us",do not spam the community with advertisements if you have a product or service to promote contact us,English
1473,barkoczy.social,Trollom a spammerom vstup zakázaný.,trollom a spammerom vstup zakázaný,non-Englsih
1474,barkoczy.social,Za obsah zodpovedá autor sám.,za obsah zodpovedá autor sám,non-Englsih
1475,barkoczy.social,"Nesúhlasime s vaším názorom, ale urobíme všetko pre to, aby ste ho mohli slobodne zdielať na doméne barkoczy.social.",nesúhlasime s vaším názorom ale urobíme všetko pre to aby ste ho mohli slobodne zdielať na doméne barkoczysocial,non-Englsih
1476,barkoczy.social,"Udržujte slobodný a mierumylovný obsah na doméne video.barkoczy.social, ktorá je založená na základných ľudských právach a slobodách s rešpektom k sebe samím i ostatným návštevníkom a členom domény barkoczy.social.",udržujte slobodný a mierumylovný obsah na doméne videobarkoczysocial ktorá je založená na základných ľudských právach a slobodách s rešpektom k sebe samím i ostatným návštevníkom a členom domény barkoczysocial,non-Englsih
1477,barkoczy.social,"Zachovávajte neutrálny a spravodlivý prístup ku všetkým stranám, osobám, smerom a ideológiam v obsahu na doméne barkoczy.social.",zachovávajte neutrálny a spravodlivý prístup ku všetkým stranám osobám smerom a ideológiam v obsahu na doméne barkoczysocial,non-Englsih
