,rules
1884,eine haftung für schäden die durch die nutzung des dienstes entstehen ist ausgeschlossen
1885,pas de racisme de sexisme dhomophobie de transphobie de xénophobie
1886,pas dincitation à la violence ni de promotion didéologies violentes
1887,pas de harcèlement de dogpiling ou de doxxing dautres utilisateurs
1888,aucun contenu illégal en france
1889,ne communique pas dinformations fausses ou trompeuses
1890,les contenus nsfw doivent être marqués comme sensibles lors de leur publication les nus et le porno sont interdits
1891,no racism sexism or other discrimination period
1892,no hate no threats no violence
1893,no abuse tolerated here you will be removed without notice
1894,gas people up dont knock them down
1895,be kind stay weird
1896,be excellent to each other
1897,no sexually explicit or violent content allowed
1898,no racism sexism homophobia transphobia xenophobia or casteism
1899,no incitement of violence or promotion of violent ideologies
1900,no harassment dogpiling or doxxing of other users
1901,no content illegal in european union
1902,so that we can moderate the instance content has to be in a language for which free machine translation eg deeplcom is available
1903,je kunt je alleen registreren als je lid bent van digitaal66 dit doe je in mijnd66
1904,heb respect voor elkaar
1905,geen links of referenties naar racistische hatelijke of anderszins offensieve content
1906,geen zaken die in nederland illegaal zijn
1907,geen reclame en spam
1908,schreibe unter deinem echten namen gerne legen wir auch accounts für organisationen an
1909,ganze sätze und korrekte großkleinschreibung in deinen beiträgen erleichtern das lesen sehr vermeide bitte kryptische abkürzungen die nur einem kleinen kreis von eingeweihten geläufig sind
1910,lass dir zeit vor dem veröffentlichen eines beitrages kurz innehalten und überlegen wird er dazu beitragen die welt zu einem bessern ort zu machen ist das was ich hier schreibe für andere relevant oder dient es ausschließlich meiner selbstdarstellung
1911,ausnahmen bestätigen die regel eine gute begründung vorausgesetzt kann eine regel auch einmal großzügig ausgelegt oder angepasst werden
1912,do epic shit
1913,be awesome to each other
1914,do not get us into trouble
1915,hallo potential user we do have server rules and they have started off from the chaossocial rules you will find our server rules on the milliways wiki at httpswikimilliwaysinfoindexphptitlemilliwayssocialserverrules
1916,no sexually explicit images or depictions of violence
1917,no racism sexism homophobia transphobia xenophobia or casteism
