,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
2664,2815,weserbergland.social,"Wer meint, Transfrauen seien keine Frauen, wer denkt, man könne als Mann heute ja gar keine Komplimente mehr machen oder wer glaubt, es gäbe ""Rassismus gegen Weiße"", ist auf dieser Instanz falsch. Diese Instanz ist gedacht als Safe Space. Von diesem Ideal lassen sich die Admins leiten.",wer meint transfrauen seien keine frauen wer denkt man könne als mann heute ja gar keine komplimente mehr machen oder wer glaubt es gäbe rassismus gegen weiße ist auf dieser instanz falsch diese instanz ist gedacht als safe space von diesem ideal lassen sich die admins leiten,non-Englsih,Who thinks is not women who think you can no longer compliments as a man or who thinks there are racism against white ones on this instance.
2665,2816,weserbergland.social,"Es wird erwartet, dass alle Nutzenden in der Lage sind, sich selbst zur Wehr zu setzen und Querelen unter einander zu klären. Die Meinungsfreiheit erlaubt zwar auch hitzigen Debatten, die Admins lassen sich aber nicht von ""false balance"" leiten. Werden Grenzen überschritten, gelten Ziffern 2. und 3.",es wird erwartet dass alle nutzenden in der lage sind sich selbst zur wehr zu setzen und querelen unter einander zu klären die meinungsfreiheit erlaubt zwar auch hitzigen debatten die admins lassen sich aber nicht von false balance leiten werden grenzen überschritten gelten ziffern 2 und 3,non-Englsih,It is expected that all users are able to defend themselves and to clarify quarrels under one another allows freedom of expression also allow heated debates. The admins cannot be guided by false balance.
2666,2817,ayom.media,É proibida a apologia ao nazi-fascismo e/ou de experiências históricas de violação sistemática de direitos humanos.,é proibida a apologia ao nazifascismo eou de experiências históricas de violação sistemática de direitos humanos,non-Englsih,Apology to Nazifascism and Hours of historical experiences of systematic human rights is prohibited
2667,2818,ayom.media,"É proibida a disseminação de discursos e materiais de ódio direcionados a minorias, envolvendo: misoginia, classismo, racismo, antissemitismo, colonialismo, opressão contra pessoas LGBTQIA+, capacitismo, xenofobia, intolerância religiosa, gordofobia e maus-tratos a animais.",é proibida a disseminação de discursos e materiais de ódio direcionados a minorias envolvendo misoginia classismo racismo antissemitismo colonialismo opressão contra pessoas lgbtqia capacitismo xenofobia intolerância religiosa gordofobia e maustratos a animais,non-Englsih,The dissemination of hatred discourses and materials directed to minorities involving misogyny classism racism anti -Semitism colonialism oppression against people lgbtqia capacitism xenophobia religious orfobia religious intolerance and animals to animals
2668,2819,ayom.media,"É proibida a apologia à pedofilia, incluindo materiais de fetichização de menores de idade como lolicon, shotacon, etc.",é proibida a apologia à pedofilia incluindo materiais de fetichização de menores de idade como lolicon shotacon etc,non-Englsih,Apology for pedophilia is prohibited including minors fetishization materials such as Lolicon Shotacon etc.
2669,2820,ayom.media,"É proibida a apologia a práticas auto-destrutivas tais quais: distúrbios alimentares (pró ana, pró-mia), automutilação, suicídio.",é proibida a apologia a práticas autodestrutivas tais quais distúrbios alimentares pró ana prómia automutilação suicídio,non-Englsih,Apology to self -destructive practices such as eating disorders pro for the promia self -mutilation suicide is prohibited
2670,2821,ayom.media,"É proibido direcionar ameaças de violência (incluindo doxxing, assédio sexual e moral e stalking) ou qualquer tipo de assédio a outras pessoas.",é proibido direcionar ameaças de violência incluindo doxxing assédio sexual e moral e stalking ou qualquer tipo de assédio a outras pessoas,non-Englsih,It is forbidden to direct threats of violence including doxxing sexual and moral harassment and stalking or any kind of harassment to others
2671,2822,ayom.media,É proibida a postagem de pornografia comercial.,é proibida a postagem de pornografia comercial,non-Englsih,Commercial porn post is prohibited
2672,2823,ayom.media,É proibido publicar conteúdo que configure charlartanismo e/ou negacionismo científico.,é proibido publicar conteúdo que configure charlartanismo eou negacionismo científico,non-Englsih,It is forbidden to publish content that configures Charlartanismo Eou Scientific Negationism
2673,2824,ayom.media,É proibida a apologia ao uso de criptomoedas e NFT.,é proibida a apologia ao uso de criptomoedas e nft,non-Englsih,Apology for the use of cryptocurrencies and NFT is prohibited
2674,2825,ayom.media,É proibida a disseminação de notícias falsas com motivações econômicas ou políticas (fake news).,é proibida a disseminação de notícias falsas com motivações econômicas ou políticas fake news,non-Englsih,The dissemination of fake news with economic motivations or fake news is prohibited
2675,2826,ayom.media,"É proibida a impersonação de pessoas, marcas e instituições, salvo casos explícitos de paródia e sátira.",é proibida a impersonação de pessoas marcas e instituições salvo casos explícitos de paródia e sátira,non-Englsih,The impeestion of people and institutions except explicit cases of parody and satire
2676,2827,ayom.media,É proibida a postagem direta de qualquer conteúdo considerado ilegal no Brasil ou na jurisdição da pessoa usuária.,é proibida a postagem direta de qualquer conteúdo considerado ilegal no brasil ou na jurisdição da pessoa usuária,non-Englsih,The direct post of any content considered illegal in Brazil or in the jurisdiction of the user person is prohibited
2677,2828,ayom.media,"Os seguintes comportamentos são desencorajados, e estão sujeitos à advertência, cabendo banimento em caso de reincidências:

- Flood;

-Spam;

- Indicação de remédios;

- Excessos da moderação;

- Apologia à pseudociência;

- Mídias sem descrição.",os seguintes comportamentos são desencorajados e estão sujeitos à advertência cabendo banimento em caso de reincidências flood spam indicação de remédios excessos da moderação apologia à pseudociência mídias sem descrição,non-Englsih,The following behaviors are discouraged and are subject to warning and banishment in case of flood spam recurrence indication of moderation excess moderation to pseudoscience media without description
2678,2829,ayom.media,"Quando o Aviso de Conteúdo (CW) é obrigatório:

- Spoilers;

- Nudez artística e nudes;

- Conteúdos sensíveis a pessoas com epilepsia;

- Menção ao uso de drogas.",quando o aviso de conteúdo cw é obrigatório spoilers nudez artística e nudes conteúdos sensíveis a pessoas com epilepsia menção ao uso de drogas,non-Englsih,When CW content warning is mandatory spoilers artistic nudity and nudes sensitive content to people with epilepsy mention of drug use
2679,2830,ayom.media,"Aos moderadores, é vedado acessar mensagens privadas des usuáries, salvo em caso de denúncia ou determinação de autoridade judicial.",aos moderadores é vedado acessar mensagens privadas des usuáries salvo em caso de denúncia ou determinação de autoridade judicial,non-Englsih,moderators are forbidden to access private user messages saved in case of denunciation or determination of judicial authority
2680,2831,libraryland.social,"LibraryLand is a space for productive conversations about libraries, archives, museums, or academia.",libraryland is a space for productive conversations about libraries archives museums or academia,English,libraryland is a space for productive conversations about libraries archives museums or academia
2681,2832,libraryland.social,"We want this to be a fun, pleasant, and harassment-free experience for everyone, regardless of gender, gender identity and expression, sexual orientation, disability, physical appearance, body size, race, or religion.",we want this to be a fun pleasant and harassmentfree experience for everyone regardless of gender gender identity and expression sexual orientation disability physical appearance body size race or religion,English,we want this to be a fun pleasant and harassmentfree experience for everyone regardless of gender gender identity and expression sexual orientation disability physical appearance body size race or religion
