,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
906,947,mastodon.teamrocket.nz,This server is hosted and used by only two people so we don't really have any rules.,this server is hosted and used by only two people so we dont really have any rules,English,this server is hosted and used by only two people so we dont really have any rules
907,948,mstdn.sidh.bzh,this is a single user instance. No account creation here so no specific rule is needed. I'm not the kind of person that insult or harass people anyway ^^,this is a single user instance no account creation here so no specific rule is needed im not the kind of person that insult or harass people anyway,English,this is a single user instance no account creation here so no specific rule is needed im not the kind of person that insult or harass people anyway
908,949,pulpunte-chinpun.xyz,むやみにサーバーを破壊しない,むやみにサーバーを破壊しない,non-Englsih,Do not destroy the server unnecessarily
909,950,pigeon.place,No sexual content involving minors (including artistic depictions); no gore or extremely graphic violence (including artistic depictions),no sexual content involving minors including artistic depictions no gore or extremely graphic violence including artistic depictions,English,no sexual content involving minors including artistic depictions no gore or extremely graphic violence including artistic depictions
910,951,pigeon.place,"No bigotry (i.e. National Socialism, Nazism, Holocaust denial, racism, alt right/""free speech"", transphobia, misogyny) - critical discussion is OK. Any images of explicit hate symbols being discussed (e.g. swastikas) must be under a Content Warning",no bigotry ie national socialism nazism holocaust denial racism alt rightfree speech transphobia misogyny critical discussion is ok any images of explicit hate symbols being discussed eg swastikas must be under a content warning,English,no bigotry ie national socialism nazism holocaust denial racism alt rightfree speech transphobia misogyny critical discussion is ok any images of explicit hate symbols being discussed eg swastikas must be under a content warning
911,952,pigeon.place,"No trolling, blatantly inciting violence, or dangerous misinformation (e.g. antivax, conspiracy theories) - critical discussion is OK",no trolling blatantly inciting violence or dangerous misinformation eg antivax conspiracy theories critical discussion is ok,English,no trolling blatantly inciting violence or dangerous misinformation eg antivax conspiracy theories critical discussion is ok
912,953,pigeon.place,No bots or automated mass following/content aggregation ,no bots or automated mass followingcontent aggregation,English,no bots or automated mass followingcontent aggregation
913,954,surreptitious.ly,Don't be a jerk!,dont be a jerk,non-Englsih,dont be a jerk
914,955,surreptitious.ly,"This server is all-inclusive, respect everyone.

We don't discriminate against anyone for any reason, with the exception of rule #3",this server is allinclusive respect everyone we dont discriminate against anyone for any reason with the exception of rule 3,English,this server is allinclusive respect everyone we dont discriminate against anyone for any reason with the exception of rule 3
915,956,surreptitious.ly,"No hateful activity.

Hateful activity and speech will not be tolerated.  ",no hateful activity hateful activity and speech will not be tolerated,English,no hateful activity hateful activity and speech will not be tolerated
916,957,masto.blasters.fr,"C'est mon serveur, si tu veux un compte, faut me demander.",cest mon serveur si tu veux un compte faut me demander,non-Englsih,It's my server if you want an account you have to ask me
917,958,minmin.hostdon.ne.jp,差別を無くす方向で、快適さを保ちます,差別を無くす方向で快適さを保ちます,non-Englsih,Keep comfort in the direction of eliminating discrimination
918,959,mastodon.nissesdomain.org,No faggotry,no faggotry,non-Englsih,no faggotry
919,960,mastodon.nissesdomain.org,No personal information,no personal information,non-Englsih,no personal information
920,961,mastodon.nissesdomain.org,No dick pics,no dick pics,non-Englsih,no dick pics
921,962,masto.theoks.net,Be nice,be nice,English,be nice
922,963,masto.theoks.net,No spamming / unsolicited messages.,no spamming unsolicited messages,non-Englsih,no spamming unsolicited messages
923,964,pixelfed.rzgierskopp.de,"No insult, discrimination and harassment.",no insult discrimination and harassment,English,no insult discrimination and harassment
924,965,pixelfed.rzgierskopp.de,No incitement to crime.,no incitement to crime,non-Englsih,no incitement to crime
925,966,pixelfed.rzgierskopp.de,No extremist content.,no extremist content,non-Englsih,no extremist content
926,967,pixelfed.rzgierskopp.de,Sexual content must be marked accordingly.,sexual content must be marked accordingly,English,sexual content must be marked accordingly
927,968,pixelfed.rzgierskopp.de,Content depicting violence must be marked accordingly.,content depicting violence must be marked accordingly,English,content depicting violence must be marked accordingly
928,969,nap.social,Welcome to The NAP Platform!,welcome to the nap platform,English,welcome to the nap platform
929,970,nap.social,Everyone can join this community!,everyone can join this community,English,everyone can join this community
930,971,nap.social,Don't rude to anyone,dont rude to anyone,non-Englsih,dont rude to anyone
931,972,nap.social,"On The NAP Platform, you MUST follow Taiwanese laws",on the nap platform you must follow taiwanese laws,English,on the nap platform you must follow taiwanese laws
